"","Year","Area","Street","Street.2"
"1726",2011,"Dudley","Amblecote̴High̴Street̴Stourbridge","Amblecote High Street Stourbridge"
"1727",2011,"Dudley","Arley̴Court","Arley Court"
"1728",2011,"Dudley","Baptist̴End̴Road̴Netherton.","Baptist End Road Netherton."
"1729",2011,"Dudley"," Bell̴St,̴Stourbridge"," Bell St, Stourbridge"
"1730",2011,"Dudley","bell̴street","bell street"
"1731",2011,"Dudley"," Bell̴Street,Stourbridge"," Bell Street,Stourbridge"
"1732",2011,"Dudley","BHPS","BHPS"
"1733",2011,"Dudley"," Birmingham̴Street,̴Stourbridge"," Birmingham Street, Stourbridge"
"1734",2011,"Dudley","Bramford̴Arms","Bramford Arms"
"1735",2011,"Dudley","Brettle̴Lane","Brettle Lane"
"1736",2011,"Dudley","Brickhouse̴Road","Brickhouse Road"
"1737",2011,"Dudley"," Brisbane̴Road,̴Smethwick"," Brisbane Road, Smethwick"
"1738",2011,"Dudley","Broadway̴Stourbridge","Broadway Stourbridge"
"1739",2011,"Dudley"," Broadway,̴Stourbridge"," Broadway, Stourbridge"
"1740",2011,"Dudley"," Broadway,̴Stourbridge"," Broadway, Stourbridge"
"1741",2011,"Dudley"," Burmese̴Way,̴Rowley̴Regis"," Burmese Way, Rowley Regis"
"1742",2011,"Dudley"," Bus̴station,̴dudley"," Bus station, dudley"
"1743",2011,"Dudley","Carpark̴of̴Maybrook̴Hosue̴in̴Halesowen","Carpark of Maybrook Hosue in Halesowen"
"1744",2011,"Dudley","Carpark̴of̴the̴Barley̴Mow̴̴High̴Street̴Wollaston","Carpark of the Barley Mow  High Street Wollaston"
"1745",2011,"Dudley","castlegate̴dudley","castlegate dudley"
"1746",2011,"Dudley","Cinder̴Bank̴Island̴Netherton","Cinder Bank Island Netherton"
"1747",2011,"Dudley","Court̴St","Court St"
"1748",2011,"Dudley"," Courthouse̴PH,̴sedgeley"," Courthouse PH, sedgeley"
"1749",2011,"Dudley","Crabmill̴carpark̴Oldswinford","Crabmill carpark Oldswinford"
"1750",2011,"Dudley","Crompton̴Road","Crompton Road"
"1751",2011,"Dudley"," Crown̴Centre,̴stourbridge"," Crown Centre, stourbridge"
"1752",2011,"Dudley","Dudley̴Bus̴Station","Dudley Bus Station"
"1753",2011,"Dudley","dudley̴Police̴Station","dudley Police Station"
"1754",2011,"Dudley","dudley̴road","dudley road"
"1755",2011,"Dudley"," Dudley̴Road,̴Brierley̴Hill"," Dudley Road, Brierley Hill"
"1756",2011,"Dudley"," Edward̴Rutland̴PH,̴High̴Street,̴Stourbridge"," Edward Rutland PH, High Street, Stourbridge"
"1757",2011,"Dudley","Enville̴Road","Enville Road"
"1758",2011,"Dudley","Fern̴Rd","Fern Rd"
"1759",2011,"Dudley"," Foster̴Street,Stourbridge"," Foster Street,Stourbridge"
"1760",2011,"Dudley","Front̴Office̴BHPS","Front Office BHPS"
"1761",2011,"Dudley"," Front̴office,̴Stourbridge"," Front office, Stourbridge"
"1762",2011,"Dudley"," Front̴Office,̴Stourbridge̴Police̴station."," Front Office, Stourbridge Police station."
"1763",2011,"Dudley","Hagley̴Road","Hagley Road"
"1764",2011,"Dudley"," Halesowen̴Rd,̴Netherton"," Halesowen Rd, Netherton"
"1765",2011,"Dudley","halesowen̴town̴centre","halesowen town centre"
"1766",2011,"Dudley"," Hampden̴Close,Quarry̴Bank"," Hampden Close,Quarry Bank"
"1767",2011,"Dudley"," Hereford̴Road,̴Netherton"," Hereford Road, Netherton"
"1768",2011,"Dudley","High̴St̴Stourbridge","High St Stourbridge"
"1769",2011,"Dudley","high̴st̴stourbridge","high st stourbridge"
"1770",2011,"Dudley","high̴st̴stourbridge","high st stourbridge"
"1771",2011,"Dudley","high̴st̴stourbridge","high st stourbridge"
"1772",2011,"Dudley"," High̴St,̴Dudley"," High St, Dudley"
"1773",2011,"Dudley"," High̴St,̴Sedgely"," High St, Sedgely"
"1774",2011,"Dudley"," High̴St,̴Stourbridge"," High St, Stourbridge"
"1775",2011,"Dudley"," High̴St,̴Stourbridge"," High St, Stourbridge"
"1776",2011,"Dudley"," High̴St,̴Stourbridge"," High St, Stourbridge"
"1777",2011,"Dudley"," High̴St,̴Stourbridge"," High St, Stourbridge"
"1778",2011,"Dudley"," High̴St,̴Stourbridge"," High St, Stourbridge"
"1779",2011,"Dudley","High̴Street","High Street"
"1780",2011,"Dudley","High̴Street","High Street"
"1781",2011,"Dudley","High̴Street","High Street"
"1782",2011,"Dudley"," High̴Street̴,̴Brierley̴Hill"," High Street , Brierley Hill"
"1783",2011,"Dudley","High̴Street̴BlackHeath","High Street BlackHeath"
"1784",2011,"Dudley","High̴Street̴quarry̴bank","High Street quarry bank"
"1785",2011,"Dudley","high̴street̴stourbridge","high street stourbridge"
"1786",2011,"Dudley","High̴Street̴Stourbridge","High Street Stourbridge"
"1787",2011,"Dudley","High̴Street̴Stourbridge","High Street Stourbridge"
"1788",2011,"Dudley","High̴Street̴Stourbridge.","High Street Stourbridge."
"1789",2011,"Dudley","High̴Street̴West̴Bromwich","High Street West Bromwich"
"1790",2011,"Dudley"," High̴Street,̴Amblecote"," High Street, Amblecote"
"1791",2011,"Dudley"," High̴Street,̴Smethwick"," High Street, Smethwick"
"1792",2011,"Dudley"," High̴Street,̴Stourbridge"," High Street, Stourbridge"
"1793",2011,"Dudley"," high̴Street,̴Stourbridge"," high Street, Stourbridge"
"1794",2011,"Dudley"," High̴Street,̴Stourbridge"," High Street, Stourbridge"
"1795",2011,"Dudley"," high̴Street,̴Stourbridge"," high Street, Stourbridge"
"1796",2011,"Dudley"," High̴Street,̴Stourbridge"," High Street, Stourbridge"
"1797",2011,"Dudley"," High̴Street,̴Stourbridge"," High Street, Stourbridge"
"1798",2011,"Dudley"," High̴Street,̴Stourbridge"," High Street, Stourbridge"
"1799",2011,"Dudley"," High̴Street,̴Stourbridge"," High Street, Stourbridge"
"1800",2011,"Dudley"," High̴Street,Halesowen"," High Street,Halesowen"
"1801",2011,"Dudley"," High̴View̴St,̴Dudley"," High View St, Dudley"
"1802",2011,"Dudley"," Hilly̴lane,̴Halesowen"," Hilly lane, Halesowen"
"1803",2011,"Dudley"," Himley̴Road,Gornal"," Himley Road,Gornal"
"1804",2011,"Dudley","Home̴address","Home address"
"1805",2011,"Dudley","Hope̴Tavern̴Netherton","Hope Tavern Netherton"
"1806",2011,"Dudley"," Hurst̴Rd,̴Oldbury"," Hurst Rd, Oldbury"
"1807",2011,"Dudley"," Jackson̴Street,̴Lye"," Jackson Street, Lye"
"1808",2011,"Dudley"," KFC,̴Merry̴Hill̴Centre.̴Dudley"," KFC, Merry Hill Centre. Dudley"
"1809",2011,"Dudley","King̴St̴Dudley","King St Dudley"
"1810",2011,"Dudley"," Kingsley̴Road,Netherton"," Kingsley Road,Netherton"
"1811",2011,"Dudley","Larel̴Lane̴Halesowen","Larel Lane Halesowen"
"1812",2011,"Dudley"," Little̴Barrel̴PH,̴Dudley"," Little Barrel PH, Dudley"
"1813",2011,"Dudley","Lloyds̴bar̴Stourbridge","Lloyds bar Stourbridge"
"1814",2011,"Dudley"," Long̴Lane,̴Halesowen"," Long Lane, Halesowen"
"1815",2011,"Dudley"," Lower̴Derry̴̴Street,̴Brierley̴Hill"," Lower Derry  Street, Brierley Hill"
"1816",2011,"Dudley"," Lower̴High̴Street,̴Stourbridge"," Lower High Street, Stourbridge"
"1817",2011,"Dudley","Lupin̴Road","Lupin Road"
"1818",2011,"Dudley","Lye̴high̴St","Lye high St"
"1819",2011,"Dudley","market̴street̴kingswinford","market street kingswinford"
"1820",2011,"Dudley"," Market̴Street,̴Knigswinford."," Market Street, Knigswinford."
"1821",2011,"Dudley"," Market̴Street,̴Stourbridge"," Market Street, Stourbridge"
"1822",2011,"Dudley"," Market̴Street,̴Stourbridge"," Market Street, Stourbridge"
"1823",2011,"Dudley"," Market̴Street,Kingswinford"," Market Street,Kingswinford"
"1824",2011,"Dudley","Marriot̴Road","Marriot Road"
"1825",2011,"Dudley","Marriot̴Road","Marriot Road"
"1826",2011,"Dudley","Mary̴Stevens̴Park","Mary Stevens Park"
"1827",2011,"Dudley","Maybrook̴House̴car̴park̴Halesowen","Maybrook House car park Halesowen"
"1828",2011,"Dudley"," Meadowfields̴Close,̴Wordsley"," Meadowfields Close, Wordsley"
"1829",2011,"Dudley"," Merryhill̴Centre,̴Brierley̴Hill"," Merryhill Centre, Brierley Hill"
"1830",2011,"Dudley"," Mill̴Street,Sedgley"," Mill Street,Sedgley"
"1831",2011,"Dudley"," Mill̴Street,Sedgley"," Mill Street,Sedgley"
"1832",2011,"Dudley","Moore̴Street","Moore Street"
"1833",2011,"Dudley"," New̴Rd,̴Dudley"," New Rd, Dudley"
"1834",2011,"Dudley","New̴Road̴Stourbridge","New Road Stourbridge"
"1835",2011,"Dudley","New̴Street̴Dudley","New Street Dudley"
"1836",2011,"Dudley"," Odeon̴Cinema̴,̴Merry̴hill"," Odeon Cinema , Merry hill"
"1837",2011,"Dudley"," Odeon̴Cinema̴,̴Merry̴hill"," Odeon Cinema , Merry hill"
"1838",2011,"Dudley","outside̴santander̴high̴street̴stourbridge","outside santander high street stourbridge"
"1839",2011,"Dudley","Park̴Road̴Wrens̴Nest","Park Road Wrens Nest"
"1840",2011,"Dudley","Playground̴at̴Priory̴Primary̴School","Playground at Priory Primary School"
"1841",2011,"Dudley"," Princess̴Road,̴Old̴Hill"," Princess Road, Old Hill"
"1842",2011,"Dudley"," Priory̴Street,Dudley"," Priory Street,Dudley"
"1843",2011,"Dudley","RHH","RHH"
"1844",2011,"Dudley"," Ring̴Road̴,̴̴Stourbridge."," Ring Road ,  Stourbridge."
"1845",2011,"Dudley"," Ring̴Road,̴Stourbridge"," Ring Road, Stourbridge"
"1846",2011,"Dudley"," Rookery̴Park,̴Pensnett"," Rookery Park, Pensnett"
"1847",2011,"Dudley","salop̴street","salop street"
"1848",2011,"Dudley","salop̴street","salop street"
"1849",2011,"Dudley","Sedgley̴Bullring","Sedgley Bullring"
"1850",2011,"Dudley","Sedgley̴Conservative̴Club","Sedgley Conservative Club"
"1851",2011,"Dudley","Sedgley̴Conservative̴club","Sedgley Conservative club"
"1852",2011,"Dudley","short̴st","short st"
"1853",2011,"Dudley"," South̴Road,Stourbridge"," South Road,Stourbridge"
"1854",2011,"Dudley","Stourbridge","Stourbridge"
"1855",2011,"Dudley","Stourbridge̴High̴St","Stourbridge High St"
"1856",2011,"Dudley","Stourbridge̴High̴Street","Stourbridge High Street"
"1857",2011,"Dudley","Stourbridge̴High̴Street","Stourbridge High Street"
"1858",2011,"Dudley","stourbridge̴high̴street","stourbridge high street"
"1859",2011,"Dudley","Stourbridge̴Junction̴.","Stourbridge Junction ."
"1860",2011,"Dudley","Stourbridge̴PS̴Front̴Office","Stourbridge PS Front Office"
"1861",2011,"Dudley","stourbridge̴rd̴holly̴hall","stourbridge rd holly hall"
"1862",2011,"Dudley"," Stourbridge̴Rd,̴Lye"," Stourbridge Rd, Lye"
"1863",2011,"Dudley"," Stourbridge̴Road,̴Brierley̴Hill"," Stourbridge Road, Brierley Hill"
"1864",2011,"Dudley"," Stourbridge̴road,̴Brierley̴Hill"," Stourbridge road, Brierley Hill"
"1865",2011,"Dudley","Stourbridge̴Road.","Stourbridge Road."
"1866",2011,"Dudley","Tesco̴express̴amblecote̴stourbridge","Tesco express amblecote stourbridge"
"1867",2011,"Dudley"," The̴Swan̴Public̴House,̴Kingswinford"," The Swan Public House, Kingswinford"
"1868",2011,"Dudley"," Tower̴Street,̴Dudley"," Tower Street, Dudley"
"1869",2011,"Dudley"," Victoria̴Street,̴Stoubridge"," Victoria Street, Stoubridge"
"1870",2011,"Dudley"," Ward̴B3,̴RHH"," Ward B3, RHH"
"1871",2011,"Dudley"," windmill̴end,̴Dudley"," windmill end, Dudley"
"1872",2011,"Dudley","Windmill̴Lane̴̴Cape̴Hill","Windmill Lane  Cape Hill"
"1873",2011,"Dudley","wolverhampton̴street̴dudley","wolverhampton street dudley"
"1874",2011,"Dudley"," Wolverhampton̴Street,̴Dudley"," Wolverhampton Street, Dudley"
"1875",2011,"Dudley"," Wolverhampton̴Street,̴Dudley"," Wolverhampton Street, Dudley"
"1876",2011,"Dudley","Worcester̴Street̴Stourbridge","Worcester Street Stourbridge"
"1877",2011,"Dudley"," W'ton̴Street,̴Dudley"," W'ton Street, Dudley"
"1878",2011,"Dudley"," W'ton̴Street,̴Dudley"," W'ton Street, Dudley"
"1879",2011,"Solihull","A+E̴Soliohull̴Hospital","A+E Soliohull Hospital"
"1880",2011,"Solihull","Airport","Airport"
"1881",2011,"Solihull"," Ash̴Crescent,̴Chelmsley̴Wood"," Ash Crescent, Chelmsley Wood"
"1882",2011,"Solihull","Assembly̴Rooms","Assembly Rooms"
"1883",2011,"Solihull","Auckland̴Drive","Auckland Drive"
"1884",2011,"Solihull","Auckland̴Drive","Auckland Drive"
"1885",2011,"Solihull","Auckland̴Drive","Auckland Drive"
"1886",2011,"Solihull","Auckland̴Drive","Auckland Drive"
"1887",2011,"Solihull"," Auckland̴Drive,̴C̴Wood"," Auckland Drive, C Wood"
"1888",2011,"Solihull"," Auckland̴Drive,̴Chelmsley̴Wood̴Solihull"," Auckland Drive, Chelmsley Wood Solihull"
"1889",2011,"Solihull","Bham̴Airport","Bham Airport"
"1890",2011,"Solihull","Bham̴Int̴train̴station","Bham Int train station"
"1891",2011,"Solihull","Bham̴International̴Train̴Station","Bham International Train Station"
"1892",2011,"Solihull","Birmingham̴Airport","Birmingham Airport"
"1893",2011,"Solihull"," Blair̴Grove̴,Chelmsley̴Wood̴,Birmingham."," Blair Grove ,Chelmsley Wood ,Birmingham."
"1894",2011,"Solihull"," brackleys̴way,̴Solihull"," brackleys way, Solihull"
"1895",2011,"Solihull","Brickhill̴Dr","Brickhill Dr"
"1896",2011,"Solihull"," Broad̴Street,̴̴OS̴gatecrasher"," Broad Street,  OS gatecrasher"
"1897",2011,"Solihull"," By̴st̴Alphedge̴Church,̴Solihull"," By st Alphedge Church, Solihull"
"1898",2011,"Solihull","Carpark̴Marston̴Green̴Tavern","Carpark Marston Green Tavern"
"1899",2011,"Solihull"," chelmsley̴rd,̴chelmsley̴wood"," chelmsley rd, chelmsley wood"
"1900",2011,"Solihull"," chelmsley̴rd,̴chelmsley̴wood"," chelmsley rd, chelmsley wood"
"1901",2011,"Solihull","Church̴close","Church close"
"1902",2011,"Solihull"," clock̴public̴house,̴clock̴lane"," clock public house, clock lane"
"1903",2011,"Solihull","Colebrook̴Road","Colebrook Road"
"1904",2011,"Solihull","Colebrook̴Road","Colebrook Road"
"1905",2011,"Solihull"," Copt̴heath̴Drive,̴Knowle"," Copt heath Drive, Knowle"
"1906",2011,"Solihull","Danford̴Lane","Danford Lane"
"1907",2011,"Solihull"," Dunton̴Hall̴Road,̴Shirley"," Dunton Hall Road, Shirley"
"1908",2011,"Solihull"," Foleshill̴Road,̴Coventry"," Foleshill Road, Coventry"
"1909",2011,"Solihull","Forth̴Drive","Forth Drive"
"1910",2011,"Solihull","Fox̴Hollies̴Road","Fox Hollies Road"
"1911",2011,"Solihull","Foyer̴of̴ETAP̴Hotel̴BHX","Foyer of ETAP Hotel BHX"
"1912",2011,"Solihull"," Grandys̴Drive,̴Chelmsley̴Wood"," Grandys Drive, Chelmsley Wood"
"1913",2011,"Solihull","Green̴Lane","Green Lane"
"1914",2011,"Solihull","Greenwood̴Shopping̴Centre","Greenwood Shopping Centre"
"1915",2011,"Solihull","Greswold̴Hotel","Greswold Hotel"
"1916",2011,"Solihull","halifax̴road.","halifax road."
"1917",2011,"Solihull","Helmswood̴Drive","Helmswood Drive"
"1918",2011,"Solihull","Helmswood̴Drive","Helmswood Drive"
"1919",2011,"Solihull","Helmswood̴Drive","Helmswood Drive"
"1920",2011,"Solihull","High̴St","High St"
"1921",2011,"Solihull","High̴St","High St"
"1922",2011,"Solihull"," High̴St̴,Solihull."," High St ,Solihull."
"1923",2011,"Solihull","High̴St̴Solihull","High St Solihull"
"1924",2011,"Solihull","high̴st̴solihull","high st solihull"
"1925",2011,"Solihull"," High̴St,̴Town̴Centre̴Solihull"," High St, Town Centre Solihull"
"1926",2011,"Solihull","High̴Street","High Street"
"1927",2011,"Solihull","High̴Street","High Street"
"1928",2011,"Solihull","High̴Street","High Street"
"1929",2011,"Solihull","High̴Street","High Street"
"1930",2011,"Solihull","High̴Street","High Street"
"1931",2011,"Solihull","High̴Street","High Street"
"1932",2011,"Solihull","High̴Street","High Street"
"1933",2011,"Solihull"," High̴Street̴,Solihull."," High Street ,Solihull."
"1934",2011,"Solihull"," High̴Street̴,Solihull."," High Street ,Solihull."
"1935",2011,"Solihull","High̴Street̴Solihull","High Street Solihull"
"1936",2011,"Solihull","High̴Street̴Solihull","High Street Solihull"
"1937",2011,"Solihull","high̴street̴solihull","high street solihull"
"1938",2011,"Solihull"," High̴Street,̴Solihull"," High Street, Solihull"
"1939",2011,"Solihull"," High̴Street,̴Solihull"," High Street, Solihull"
"1940",2011,"Solihull"," High̴Street,̴Solihull̴Town̴Centre"," High Street, Solihull Town Centre"
"1941",2011,"Solihull"," High̴Street,̴solihull,̴West̴mids"," High Street, solihull, West mids"
"1942",2011,"Solihull","Highfield̴Roa̴Washwood̴Heath̴Birmingham","Highfield Roa Washwood Heath Birmingham"
"1943",2011,"Solihull"," Hillfield̴Park,̴Solihull"," Hillfield Park, Solihull"
"1944",2011,"Solihull"," Hobsmoat̴road,̴Solihull"," Hobsmoat road, Solihull"
"1945",2011,"Solihull","Hoggarts̴Hotel̴Dorridge","Hoggarts Hotel Dorridge"
"1946",2011,"Solihull","Kingfisher̴Drive̴Smithswood","Kingfisher Drive Smithswood"
"1947",2011,"Solihull"," KITTS̴GREEN̴RD,̴KITTS̴GREEN,̴BHAM"," KITTS GREEN RD, KITTS GREEN, BHAM"
"1948",2011,"Solihull","Kitts̴Green̴Road.","Kitts Green Road."
"1949",2011,"Solihull","Laburnam̴Avenue","Laburnam Avenue"
"1950",2011,"Solihull","LG̴Arena","LG Arena"
"1951",2011,"Solihull","lg̴arena̴.̴nec̴complex","lg arena . nec complex"
"1952",2011,"Solihull","LG̴Arena̴NEC","LG Arena NEC"
"1953",2011,"Solihull","LG̴Arena.̴NEC̴complex","LG Arena. NEC complex"
"1954",2011,"Solihull","Lode̴Lane","Lode Lane"
"1955",2011,"Solihull","Lode̴Lane","Lode Lane"
"1956",2011,"Solihull","Lodge̴Road","Lodge Road"
"1957",2011,"Solihull","Manor̴Walk̴Solihull","Manor Walk Solihull"
"1958",2011,"Solihull","Marlene̴Croft","Marlene Croft"
"1959",2011,"Solihull","McDonalds","McDonalds"
"1960",2011,"Solihull","Mill̴Lane","Mill Lane"
"1961",2011,"Solihull"," Mill̴Lane,̴Solihull"," Mill Lane, Solihull"
"1962",2011,"Solihull","Moordane̴Avenue","Moordane Avenue"
"1963",2011,"Solihull","Moorend̴Avenue̴opposite̴Wiilow̴Avenue̴Solihull","Moorend Avenue opposite Wiilow Avenue Solihull"
"1964",2011,"Solihull","O/S̴Avaon̴Croft̴House̴Wincester̴Drive","O/S Avaon Croft House Wincester Drive"
"1965",2011,"Solihull","O/S̴Departure̴terminal̴̴Birmingham̴International̴Airport̴Solihull","O/S Departure terminal  Birmingham International Airport Solihull"
"1966",2011,"Solihull","O/S̴Grrenwood̴P.H̴Helmswood̴Drive̴Chelmsley̴Wood̴Solihull","O/S Grrenwood P.H Helmswood Drive Chelmsley Wood Solihull"
"1967",2011,"Solihull","o/s̴Loft̴nightclub̴High̴St̴Solihull","o/s Loft nightclub High St Solihull"
"1968",2011,"Solihull","O/S̴Mill̴Labe̴entrance̴to̴Touchwood̴shopping̴centre","O/S Mill Labe entrance to Touchwood shopping centre"
"1969",2011,"Solihull","o/s̴Red̴Lion̴Earlswood","o/s Red Lion Earlswood"
"1970",2011,"Solihull"," O/S̴Rosies,̴High̴St̴Solihull"," O/S Rosies, High St Solihull"
"1971",2011,"Solihull"," o/sThe̴Loft,̴Solihull"," o/sThe Loft, Solihull"
"1972",2011,"Solihull","O?S̴Coach̴house̴P>H̴Herbert̴Road̴Solihull̴west̴Midlands","O?S Coach house P>H Herbert Road Solihull west Midlands"
"1973",2011,"Solihull","O'Neills̴Poplar̴rd̴Solihull","O'Neills Poplar rd Solihull"
"1974",2011,"Solihull"," OS̴assembly̴rooms̴,̴Poplar̴Road"," OS assembly rooms , Poplar Road"
"1975",2011,"Solihull"," OS̴LG̴Arena,̴NEC̴complex"," OS LG Arena, NEC complex"
"1976",2011,"Solihull","OS̴LG̴Arena/̴NEC̴complex","OS LG Arena/ NEC complex"
"1977",2011,"Solihull"," Outside̴the̴Clock̴PH,̴Clock̴Lane"," Outside the Clock PH, Clock Lane"
"1978",2011,"Solihull","Outside̴White̴Swan̴Station̴Road̴Solihull","Outside White Swan Station Road Solihull"
"1979",2011,"Solihull","Park̴in̴bell̴lane`","Park in bell lane`"
"1980",2011,"Solihull","Parkdale̴Road̴Sheldon","Parkdale Road Sheldon"
